Time [ms]:	File:	Number of lines:
159	o0387b.lode-7.txt	36686
218	o0387b.lode-8.txt	51578
240	o0388a.lode-1.txt	58816
329	o0388a.lode-2.txt	78080
426	o0388a.lode-3.txt	109737
939	o0388a.lode-4.txt	252159
702	o0388a.lode-5.txt	157711
136	o0388a.lode-6.txt	31900
114	o0388a.lode-7.txt	25093
159	o0388a.lode-8.txt	34565
299	o0389a.lode-1.txt	71396
395	o0389a.lode-2.txt	97126
455	o0389a.lode-3.txt	117663
904	o0389a.lode-4.txt	229495
543	o0389a.lode-5.txt	144022
289	o0389a.lode-6.txt	36196
132	o0389a.lode-7.txt	30955
163	o0389a.lode-8.txt	39004
334	o0389b.lode-1.txt	80178
392	o0389b.lode-2.txt	99303
516	o0389b.lode-3.txt	126356
997	o0389b.lode-4.txt	259087
634	o0389b.lode-5.txt	165663
184	o0389b.lode-6.txt	43339
153	o0389b.lode-7.txt	35956
206	o0389b.lode-8.txt	49070
379	o0391a.lode-3.txt	97467
109	o0391a.lode-6.txt	24408
73	o0391a.lode-7.txt	13685
81	o0391a.lode-8.txt	16440
559	o0391b.lode-3.txt	140170
184	o0391b.lode-6.txt	43812
149	o0391b.lode-7.txt	33947
172	o0391b.lode-8.txt	41614
610	o0396a.lode-3.txt	160922
174	o0396a.lode-6.txt	39403
141	o0396a.lode-7.txt	30366
193	o0396a.lode-8.txt	46218
603	o0397a.lode-3.txt	156863
200	o0397a.lode-6.txt	46206
169	o0397a.lode-7.txt	38862
235	o0397a.lode-8.txt	54931
637	o0398a.lode-3.txt	160452
208	o0398a.lode-6.txt	48192
158	o0398a.lode-7.txt	38482
261	o0398a.lode-8.txt	61119
352	o0399b.lode-3.txt	85763
138	o0399b.lode-6.txt	32941
141	o0399b.lode-7.txt	30763
187	o0399b.lode-8.txt	43746
317	o0400a.lode-1.txt	74560
393	o0400a.lode-2.txt	99294
505	o0400a.lode-3.txt	130718
1036	o0400a.lode-4.txt	270611
677	o0400a.lode-5.txt	176094
181	o0400a.lode-6.txt	43250
158	o0400a.lode-7.txt	32997
180	o0400a.lode-8.txt	46111
457	o0400b.lode-1.txt	70864
356	o0400b.lode-2.txt	90979
468	o0400b.lode-3.txt	122122
994	o0400b.lode-4.txt	261964
628	o0400b.lode-5.txt	160945
172	o0400b.lode-6.txt	42264
150	o0400b.lode-7.txt	34770
211	o0400b.lode-8.txt	48254
311	o0401a.lode-1.txt	77785
439	o0401a.lode-2.txt	106694
548	o0401a.lode-3.txt	134253
1020	o0401a.lode-4.txt	263086
688	o0401a.lode-5.txt	173195
202	o0401a.lode-6.txt	48993
167	o0401a.lode-7.txt	38584
255	o0401a.lode-8.txt	61542
285	o0401b.lode-1.txt	68871
353	o0401b.lode-2.txt	85575
501	o0401b.lode-3.txt	123835
1108	o0401b.lode-4.txt	291083
685	o0401b.lode-5.txt	178512
183	o0401b.lode-6.txt	42016
148	o0401b.lode-7.txt	35481
248	o0401b.lode-8.txt	55426
282	o0403b.lode-1.txt	65605
330	o0403b.lode-2.txt	80075
458	o0403b.lode-3.txt	113896
982	o0403b.lode-4.txt	265454
626	o0403b.lode-5.txt	165382
166	o0403b.lode-6.txt	41663
147	o0403b.lode-7.txt	35355
212	o0403b.lode-8.txt	51235
283	o0404b.lode-1.txt	69136
357	o0404b.lode-2.txt	86690
522	o0404b.lode-3.txt	127503
1154	o0404b.lode-4.txt	308847
751	o0404b.lode-5.txt	193937
321	o0404b.lode-6.txt	45829
151	o0404b.lode-7.txt	36370
235	o0404b.lode-8.txt	55087
293	o0406b.lode-1.txt	71002
375	o0406b.lode-2.txt	90213
488	o0406b.lode-3.txt	121096
996	o0406b.lode-4.txt	257326
643	o0406b.lode-5.txt	169599
340	o0406b.lode-6.txt	45901
180	o0406b.lode-7.txt	43913
335	o0406b.lode-8.txt	81765
405	o0407b.lode-1.txt	101319
556	o0407b.lode-2.txt	141511
651	o0407b.lode-3.txt	171257
1264	o0407b.lode-4.txt	329772
913	o0407b.lode-5.txt	203655
221	o0407b.lode-6.txt	52544
248	o0407b.lode-7.txt	57456
397	o0407b.lode-8.txt	103612
1874	o0419a.lode-5.txt	492206
670	o0419a.lode-6.txt	131635
135	o0419a.lode-7.txt	34852
194	o0419a.lode-8.txt	45711
1297	o0420a.lode-5.txt	343677
419	o0420a.lode-6.txt	102115
132	o0420a.lode-7.txt	30941
214	o0420a.lode-8.txt	49635
256	o0421a.lode-1.txt	59822
339	o0421a.lode-2.txt	78406
450	o0421a.lode-3.txt	107273
905	o0421a.lode-4.txt	242901
568	o0421a.lode-5.txt	150189
138	o0421a.lode-6.txt	36162
115	o0421a.lode-7.txt	29651
156	o0421a.lode-8.txt	36826
245	o0422a.lode-1.txt	56551
288	o0422a.lode-2.txt	71114
406	o0422a.lode-3.txt	102948
901	o0422a.lode-4.txt	242952
567	o0422a.lode-5.txt	148251
146	o0422a.lode-6.txt	34520
107	o0422a.lode-7.txt	27381
155	o0422a.lode-8.txt	36084
221	o0423a.lode-1.txt	51644
290	o0423a.lode-2.txt	63724
356	o0423a.lode-3.txt	85706
721	o0423a.lode-4.txt	185526
571	o0423a.lode-5.txt	111815
131	o0423a.lode-6.txt	30599
119	o0423a.lode-7.txt	26538
186	o0423a.lode-8.txt	36199
344	o0423b.lode-1.txt	85806
466	o0423b.lode-2.txt	121966
529	o0423b.lode-3.txt	128086
702	o0423b.lode-4.txt	186447
470	o0423b.lode-5.txt	122783
173	o0423b.lode-6.txt	43342
157	o0423b.lode-7.txt	40590
230	o0423b.lode-8.txt	53528
236	o0425a.lode-1.txt	55524
281	o0425a.lode-2.txt	69900
367	o0425a.lode-3.txt	88998
715	o0425a.lode-4.txt	182121
457	o0425a.lode-5.txt	111632
137	o0425a.lode-6.txt	32128
132	o0425a.lode-7.txt	30006
185	o0425a.lode-8.txt	40466
408	o0425b.lode-1.txt	82422
409	o0425b.lode-2.txt	106260
473	o0425b.lode-3.txt	119851
738	o0425b.lode-4.txt	202526
525	o0425b.lode-5.txt	132266
168	o0425b.lode-6.txt	40893
155	o0425b.lode-7.txt	37381
199	o0425b.lode-8.txt	47425
241	o0426a.lode-1.txt	57462
319	o0426a.lode-2.txt	75693
585	o0426a.lode-3.txt	105705
929	o0426a.lode-4.txt	242984
585	o0426a.lode-5.txt	147948
137	o0426a.lode-6.txt	31645
98	o0426a.lode-7.txt	24230
130	o0426a.lode-8.txt	29723
195	o0427a.lode-1.txt	46203
233	o0427a.lode-2.txt	55080
297	o0427a.lode-3.txt	70330
545	o0427a.lode-4.txt	141544
380	o0427a.lode-5.txt	91049
130	o0427a.lode-6.txt	29189
113	o0427a.lode-7.txt	25874
154	o0427a.lode-8.txt	34629
305	o0427b.lode-1.txt	74404
381	o0427b.lode-2.txt	93531
410	o0427b.lode-3.txt	105453
684	o0427b.lode-4.txt	179567
456	o0427b.lode-5.txt	117237
172	o0427b.lode-6.txt	39260
171	o0427b.lode-7.txt	38291
206	o0427b.lode-8.txt	50048
205	o0428a.lode-1.txt	49969
263	o0428a.lode-2.txt	61157
328	o0428a.lode-3.txt	71442
522	o0428a.lode-4.txt	128945
359	o0428a.lode-5.txt	81708
125	o0428a.lode-6.txt	28777
121	o0428a.lode-7.txt	28323
200	o0428a.lode-8.txt	41782
319	o0428b.lode-1.txt	76448
377	o0428b.lode-2.txt	96738
519	o0428b.lode-3.txt	130816
1066	o0428b.lode-4.txt	284913
667	o0428b.lode-5.txt	173060
178	o0428b.lode-6.txt	43359
146	o0428b.lode-7.txt	33452
165	o0428b.lode-8.txt	39011
286	o0429a.lode-1.txt	63655
344	o0429a.lode-2.txt	81845
449	o0429a.lode-3.txt	115712
1026	o0429a.lode-4.txt	265969
604	o0429a.lode-5.txt	160952
156	o0429a.lode-6.txt	34906
120	o0429a.lode-7.txt	28068
164	o0429a.lode-8.txt	38714
306	o0429b.lode-1.txt	78982
542	o0429b.lode-2.txt	103973
536	o0429b.lode-3.txt	135202
1034	o0429b.lode-4.txt	281241
658	o0429b.lode-5.txt	172524
195	o0429b.lode-6.txt	43811
146	o0429b.lode-7.txt	37891
217	o0429b.lode-8.txt	50266
365	o0430a.lode-3.txt	91783
150	o0430a.lode-6.txt	36212
132	o0430a.lode-7.txt	30627
173	o0430a.lode-8.txt	43965
404	o0430b.lode-3.txt	98078
164	o0430b.lode-6.txt	37987
141	o0430b.lode-7.txt	31438
157	o0430b.lode-8.txt	37764
335	o0435a.lode-1.txt	86019
445	o0435a.lode-2.txt	114343
487	o0435a.lode-3.txt	125849
778	o0435a.lode-4.txt	167431
408	o0435a.lode-5.txt	103463
150	o0435a.lode-6.txt	33743
123	o0435a.lode-7.txt	27389
160	o0435a.lode-8.txt	36889
555	o0436a.lode-3.txt	142456
171	o0436a.lode-6.txt	40036
158	o0436a.lode-7.txt	39953
253	o0436a.lode-8.txt	60981
665	o0437a.lode-3.txt	169447
382	o0437a.lode-6.txt	48459
179	o0437a.lode-7.txt	41993
279	o0437a.lode-8.txt	62739
776	o0438b.lode-3.txt	201900
231	o0438b.lode-6.txt	55805
161	o0438b.lode-7.txt	36410
181	o0438b.lode-8.txt	45386
433	o0439a.lode-3.txt	108228
247	o0439a.lode-6.txt	59181
227	o0439a.lode-7.txt	54389
299	o0439a.lode-8.txt	71147
558	o0439b.lode-3.txt	145427
199	o0439b.lode-6.txt	46254
176	o0439b.lode-7.txt	41683
236	o0439b.lode-8.txt	57351
554	o0440a.lode-3.txt	138104
245	o0440a.lode-6.txt	59105
219	o0440a.lode-7.txt	53025
312	o0440a.lode-8.txt	74673
517	o0440b.lode-3.txt	131819
199	o0440b.lode-6.txt	45307
173	o0440b.lode-7.txt	39950
241	o0440b.lode-8.txt	56209
473	o0442a.lode-3.txt	120712
290	o0442a.lode-6.txt	74506
256	o0442a.lode-7.txt	58249
300	o0442a.lode-8.txt	70520
591	o0442b.lode-3.txt	146753
212	o0442b.lode-6.txt	50372
195	o0442b.lode-7.txt	44753
284	o0442b.lode-8.txt	69579
638	o0443b.lode-3.txt	123990
186	o0443b.lode-6.txt	43729
168	o0443b.lode-7.txt	40546
256	o0443b.lode-8.txt	59525
552	o0445b.lode-3.txt	138540
207	o0445b.lode-6.txt	49546
231	o0445b.lode-7.txt	54015
419	o0445b.lode-8.txt	102889
416	o0447b.lode-1.txt	102783
743	o0447b.lode-2.txt	142638
667	o0447b.lode-3.txt	172662
1196	o0447b.lode-4.txt	326389
755	o0447b.lode-5.txt	203277
222	o0447b.lode-6.txt	51830
247	o0447b.lode-7.txt	52110
521	o0447b.lode-8.txt	93131
225	o0461a.lode-1.txt	52701
275	o0461a.lode-2.txt	64034
321	o0461a.lode-3.txt	79953
654	o0461a.lode-4.txt	161668
407	o0461a.lode-5.txt	102009
128	o0461a.lode-6.txt	32324
138	o0461a.lode-7.txt	31489
216	o0461a.lode-8.txt	45662
442	o0461b.lode-1.txt	114932
732	o0461b.lode-2.txt	168178
648	o0461b.lode-3.txt	168377
807	o0461b.lode-4.txt	218374
607	o0461b.lode-5.txt	157563
252	o0461b.lode-6.txt	58801
227	o0461b.lode-7.txt	51915
263	o0461b.lode-8.txt	66909
278	o0462a.lode-1.txt	64430
330	o0462a.lode-2.txt	83279
460	o0462a.lode-3.txt	113471
1009	o0462a.lode-4.txt	250174
601	o0462a.lode-5.txt	154426
162	o0462a.lode-6.txt	38477
143	o0462a.lode-7.txt	31656
188	o0462a.lode-8.txt	42430
386	o0462b.lode-1.txt	93118
516	o0462b.lode-2.txt	134634
540	o0462b.lode-3.txt	140037
719	o0462b.lode-4.txt	191480
552	o0462b.lode-5.txt	129995
216	o0462b.lode-6.txt	51107
179	o0462b.lode-7.txt	44351
247	o0462b.lode-8.txt	57585
265	o0464a.lode-1.txt	61356
330	o0464a.lode-2.txt	78790
390	o0464a.lode-3.txt	93815
721	o0464a.lode-4.txt	181349
453	o0464a.lode-5.txt	109868
159	o0464a.lode-6.txt	33775
144	o0464a.lode-7.txt	31715
162	o0464a.lode-8.txt	41684
364	o0464b.lode-1.txt	87466
464	o0464b.lode-2.txt	116671
474	o0464b.lode-3.txt	115139
694	o0464b.lode-4.txt	145170
412	o0464b.lode-5.txt	100130
176	o0464b.lode-6.txt	42523
176	o0464b.lode-7.txt	44075
263	o0464b.lode-8.txt	63131
265	o0465a.lode-1.txt	60532
315	o0465a.lode-2.txt	78149
385	o0465a.lode-3.txt	95336
745	o0465a.lode-4.txt	188692
455	o0465a.lode-5.txt	114914
148	o0465a.lode-6.txt	32281
118	o0465a.lode-7.txt	28970
183	o0465a.lode-8.txt	35230
345	o0465b.lode-1.txt	88920
470	o0465b.lode-2.txt	116095
519	o0465b.lode-3.txt	129055
798	o0465b.lode-4.txt	208340
528	o0465b.lode-5.txt	134988
212	o0465b.lode-6.txt	44866
168	o0465b.lode-7.txt	42963
259	o0465b.lode-8.txt	61199
384	o0466a.lode-1.txt	64102
319	o0466a.lode-2.txt	79690
384	o0466a.lode-3.txt	96103
695	o0466a.lode-4.txt	183179
448	o0466a.lode-5.txt	115486
155	o0466a.lode-6.txt	36765
151	o0466a.lode-7.txt	37336
243	o0466a.lode-8.txt	57284
327	o0466b.lode-1.txt	77028
397	o0466b.lode-2.txt	99656
408	o0466b.lode-3.txt	104251
589	o0466b.lode-4.txt	149572
402	o0466b.lode-5.txt	97331
153	o0466b.lode-6.txt	37422
157	o0466b.lode-7.txt	38370
258	o0466b.lode-8.txt	57333
361	o0467b.lode-1.txt	85010
448	o0467b.lode-2.txt	112342
658	o0467b.lode-3.txt	129996
849	o0467b.lode-4.txt	229644
549	o0467b.lode-5.txt	145293
189	o0467b.lode-6.txt	43763
153	o0467b.lode-7.txt	37338
199	o0467b.lode-8.txt	48854
302	o0468a.lode-1.txt	71925
386	o0468a.lode-2.txt	93334
489	o0468a.lode-3.txt	121285
1108	o0468a.lode-4.txt	257015
617	o0468a.lode-5.txt	155069
165	o0468a.lode-6.txt	38853
148	o0468a.lode-7.txt	33796
187	o0468a.lode-8.txt	43910
306	o0468b.lode-1.txt	75412
389	o0468b.lode-2.txt	96695
447	o0468b.lode-3.txt	111357
751	o0468b.lode-4.txt	197723
488	o0468b.lode-5.txt	123999
165	o0468b.lode-6.txt	39325
162	o0468b.lode-7.txt	37399
230	o0468b.lode-8.txt	53582
427	o0470b.lode-3.txt	105832
200	o0470b.lode-6.txt	45087
162	o0470b.lode-7.txt	39645
200	o0470b.lode-8.txt	44629
